wave_id,group_id,wave_number,health,attack,war3_armor,enabled
"tier1_756","tier1","756","287906596980071305913394407778811904","42926081063504240341168894284660736","1340734852311036","1"
"tier1_757","tier1","757","314681910499217942122600058719305728","47004058764537137501206136576016384","1394364246403477","1"
"tier1_758","tier1","758","343947328175645203471984699138637824","51469444347168165010418397339451392","1450138816259617","1"
"tier1_759","tier1","759","375934429695980213814346213809455104","56359041560149139256785479374209024","1508144368910001","1"
"tier1_760","tier1","760","410896331657706372001979956912455680","61713150508363307163362078624841728","1568470143666401","1"
"tier1_761","tier1","761","449109690501873052792247885731201024","67575899806657822312335539963953152","1631208949413058","1"
"tier1_762","tier1","762","490876891718547242053347432529395712","73995610288290312618878945019822080","1696457307389580","1"
"tier1_763","tier1","763","536528442648372062220054306685452288","81025193265677888167155028212056064","1764315599685163","1"
"tier1_764","tier1","764","586425587814670728127401757421600768","88722586625917283992036521703112704","1834888223672570","1"
"tier1_765","tier1","765","640963167481435095439286463289622528","97151232355379422650866057997189120","1908283752619473","1"
"tier1_766","tier1","766","700572742057208595396971512551440384","106380599429140460424000704023101440","1984615102724252","1"
"tier1_767","tier1","767","765726007068528901944873684312260608","116486756374908814771158613288288256","2063999706833222","1"
"tier1_768","tier1","768","836938525725902045848709065229729792","127552998230525158723012827717566464","2146559695106551","1"
"tier1_769","tier1","769","914773808618410902613351770439548928","139670533062425018733506206204166144","2232422082910813","1"
"tier1_770","tier1","770","999847772819922992151551451993210880","152939233703355395882124177267752960","2321718966227245","1"
"tier1_771","tier1","771","1092833615692175862887915306757390336","167468460905174168636635214648442880","2414587724876336","1"
"tier1_772","tier1","772","1194467141951548226843354633076736000","183377964691165722035813189523865600","2511171233871389","1"
"tier1_773","tier1","773","1305552586153042119706066245405114368","200798871336826447182471368819081216","2611618083226245","1"
"tier1_774","tier1","774","1426968976665274928667023157994979328","219874764113824950994836434213404672","2716082806555295","1"
"tier1_775","tier1","775","1559677091495145627193282495783108608","240762866704638293853697225636446208","2824726118817506","1"
"tier1_776","tier1","776","1704727061004194126545219896167366656","263635339041578929740656613963857920","2937715163570207","1"
"tier1_777","tier1","777","1863266677677584071699496240509091840","288680696250528929910693399661379584","3055223770113015","1"
"tier1_778","tier1","778","2036550478701599458251567582127587328","316105362394329168475434913563148288","3177432720917536","1"
"tier1_779","tier1","779","2225949673220848153561748814264532992","346135371821790430995098956445253632","3304530029754238","1"
"tier1_780","tier1","780","2432962992830386839701705182232444928","379018232144860532269810038584901632","3436711230944407","1"
"tier1_781","tier1","781","2659228551163612267114008035763159040","415024964198622265495502562963488768","3574179680182184","1"
"tier1_782","tier1","782","2906536806421828836620648815110651904","454452335797491333493910477748568064","3717146867389471","1"
"tier1_783","tier1","783","3176844729419058604979293854443241472","497625307698253003166069225125052416","3865832742085050","1"
"tier1_784","tier1","784","3472291289255030770129491779651633152","544899711929587071302050252714934272","4020466051768452","1"
"tier1_785","tier1","785","3795214379155749294063433737626976256","596665184562897857095270522742112256","4181284693839190","1"
"tier1_786","tier1","786","4148169316417233338530674646389358592","653348377096373116256898193509318656","4348536081592758","1"
"tier1_787","tier1","787","4533949062844036237943715479387373568","715416472920528525038880492999409664","4522477524856469","1"
"tier1_788","tier1","788","4955606325688530898536916967806205952","783381037847978700237695281260396544","4703376625850728","1"
"tier1_789","tier1","789","5416477713977564890140563691377000448","857802236443536741692815472437755904","4891511690884757","1"
"tier1_790","tier1","790","5920210141377477674067365338401472512","939293448905672682716358824777744384","5087172158520148","1"
"tier1_791","tier1","791","6470789684525583146159886764286672896","1028526326551711637749556793621610496","5290659044860954","1"
"tier1_792","tier1","792","7072573125186462500353693167258697728","1126236327574124126752342143171297280","5502285406655392","1"
"tier1_793","tier1","793","7730322425828803547123743632618684416","1233228778693665889279024128837287936","5722376822921608","1"
"tier1_794","tier1","794","8449242411430881200306693696173113344","1350385512669564146546922132231684096","5951271895838473","1"
"tier1_795","tier1","795","9235021955693952227531977188184162304","1478672136373172771459409778625740800","6189322771672011","1"
"tier1_796","tier1","796","10093878997573491256890202101297184768","1619145989328624221641541855014289408","6436895682538892","1"
"tier1_797","tier1","797","11032609744347825942600399276000411648","1772964858314843313142475653900140544","6694371509840448","1"
"tier1_798","tier1","798","12058642450572172532169317345430339584","1941396519854753308356109243382759424","6962146370234066","1"
"tier1_799","tier1","799","13180096198475383588325285697364688896","2125829189240954834280711948188254208","7240632225043429","1"
"tier1_800","tier1","800","14405845144933592170031185355966775296","2327782962218845370875855053344735232","7530257514045167","1"
"tier1_801","tier1","801","15745588743412418222876825157887852544","2548922343629635617652261669851627520","7831467814606974","1"
"tier1_802","tier1","802","17209928496549772753982150716608741376","2791069966274451141524481488680124416","8144726527191252","1"
"tier1_803","tier1","803","18810451846728899103081155363732455424","3056221613070524171155092234129375232","8470515588278903","1"
"tier1_804","tier1","804","20559823868474688528334065751633690624","3346562666312223129194775287009640448","8809336211810059","1"
"tier1_805","tier1","805","22471887488242833831863512263175438336","3664486119611884397303776182320234496","9161709660282462","1"
"tier1_806","tier1","806","24561773024649414011179516617593716736","4012612300975013704292581995406426112","9528178046693760","1"
"tier1_807","tier1","807","26846017915941808744473474955277762560","4393810469567639507400417531863760896","9909305168561512","1"
"tier1_808","tier1","808","29342697582124396461861027424805847040","4811222464176565844996309452509413376","10305677375303974","1"
"tier1_809","tier1","809","32071568457261964411952638815731974144","5268288598273338384261589511564165120","10717904470316132","1"
"tier1_810","tier1","810","35054224323787328273411121977267060736","5768776015109306371937970276318314496","11146620649128778","1"
"tier1_811","tier1","811","38314267185899550213684240330812030976","6316809736544689733499356400599433216","11592485475093930","1"
"tier1_812","tier1","812","41877494034188210943079508396925255680","6916906661516434839071769903975366656","12056184894097688","1"
"tier1_813","tier1","813","45772100979367711892648839856489758720","7574012794360496083851048905395404800","12538432289861594","1"
"tier1_814","tier1","814","50028906370448903148483413547390337024","8293544009824742916668993372055142400","13039969581456058","1"
"tier1_815","tier1","815","54681594662900653304136220161595146240","9081430690758094084048358101106032640","13561568364714300","1"
"tier1_816","tier1","816","59766982966550409716843724396549898240","9944166606380112933488580566905257984","14104031099302876","1"
"tier1_817","tier1","817","65325312382439601740074371547234566144","10888862433986222015244684819972489216","14668192343274990","1"
"tier1_818","tier1","818","71400566434006477608906830830920269824","11923304365214912540008951933512450048","15254920037005990","1"
"tier1_819","tier1","819","78040819112369079119840801387223973888","13056018279910330482736920327652114432","15865116838486230","1"
"tier1_820","tier1","820","85298615289819394958836860819395837952","14296340016501811335524782228769865728","16499721512025678","1"
"tier1_821","tier1","821","93231386511772599086687473436649848832","15654492318069482715850580317230333952","17159710372506706","1"
"tier1_822","tier1","822","101901905457367451009533533712522674176","17141669088286082617577172666264059904","17846098787406976","1"
"tier1_823","tier1","823","111378782664902617776564792754291343360","18770127651673259143984388866058485760","18559942738903256","1"
"tier1_824","tier1","824","121737009452738557074102813555152650240","20553289778582217818189609234404999168","19302340448459388","1"
"tier1_825","tier1","825","133058551331843233815050728106063036416","22505852307547529349137672821035499520","20074434066397764","1"
"tier1_826","tier1","826","145432996605704655844334129160470396928","24643908276764546880429831102115348480","20877411429053676","1"
"tier1_827","tier1","827","158958265290035188252283759296558137344","26985079563057172458875913182795268096","21712507886215824","1"
"tier1_828","tier1","828","173741383962008461458656388375845535744","29548662121547606345323360856072781824","22581008201664456","1"
"tier1_829","tier1","829","189899332670475259934664582559690653696","32355785023094631639877975373097467904","23484248529731036","1"
"tier1_830","tier1","830","207559970608829454537337633319925317632","35429584600288617371924716036512808960","24423618470920276","1"
"tier1_831","tier1","831","226863047875450589766964323882262069248","38795395137316038619559129638286393344","25400563209757088","1"
"tier1_832","tier1","832","247961311327867460689811193067781226496","42480957675361062500923738683057635328","26416585738147372","1"
"tier1_833","tier1","833","271021713281359099739567388239538946048","46516648654520363627406153172733919232","27473249167673272","1"
"tier1_834","tier1","834","296226732616525531036416992307104972800","50935730276699787593908816096138362880","28572179134380204","1"
"tier1_835","tier1","835","323775818749862408256223662313452863488","55774624652986271665459988207952199680","29715066299755412","1"
"tier1_836","tier1","836","353886969893599578676360968602644381696","61073213995019956376117452344041406464","30903668951745632","1"
"tier1_837","tier1","837","386798458093704311310179368916647673856","66875169324546859409845664278586064896","32139815709815456","1"
"tier1_838","tier1","838","422770714696418796923779713865288253440","73228310410378801750719031131850670080","33425408338208076","1"
"tier1_839","tier1","839","462088391163185766193893070510770618368","80184999899364792167167173672057176064","34762424671736400","1"
"tier1_840","tier1","840","505062611541362003990972489577881665536","87802574889804449878678626263118118912","36152921658605856","1"
"tier1_841","tier1","841","552033434414708629334212927937147043840","96143819504335859205632284408321933312","37599038524950096","1"
"tier1_842","tier1","842","603372543815276566241122725526318874624","105277482357247778391662195860368785408","39103000065948096","1"
"tier1_843","tier1","843","659486190390097217992775420966403571712","115278843181186309971978391190457286656","40667120068586016","1"
"tier1_844","tier1","844","720818406096376323036940519787968069632","126230333283398988546456484069718884352","42293804871329464","1"
"tier1_845","tier1","845","787854517863339255646266001486445019136","138222214945321917770254198237640523776","43985557066182648","1"
"tier1_846","tier1","846","861124988024629771060288515896781045760","151353325365127491363721348247462084608","45744979348829952","1"
"tier1_847","tier1","847","941209611910920443283168652377804767232","165731891274814579148100473010566201344","47574778522783152","1"
"tier1_848","tier1","848","1028742105818635918629102369675677794304","181476420945921977956480147925934014464","49477769663694480","1"
"tier1_849","tier1","849","1124415121659769021131561299646525472768","198716680935784539983777435853241974784","51456880450242256","1"
"tier1_850","tier1","850","1228985727974127439302606290143944900608","217594765624684067126553787334012174336","53515155668251952","1"
"tier1_851","tier1","851","1343281400675721423081778740573740466176","238266268359029079382144723256399101952","55655761894982032","1"
"tier1_852","tier1","852","1468206570938563214103623624500776534016","260901563853136801122202059972022370304","57881992370781312","1"
"tier1_853","tier1","853","1604749782035849939976970850977921892352","285687212419184800628915123335509049344","60197272065612568","1"
"tier1_854","tier1","854","1753991511765183759534626691797842132992","312827497599007379922705155771036860416","62605162948237072","1"
"tier1_855","tier1","855","1917112722359345940143014900135886848000","342546109870913033225013338928475799552","65109369466166560","1"
"tier1_856","tier1","856","2095404205538764772565928519234068938752","375087990308649815582739885786560200704","67713744244813224","1"
"tier1_857","tier1","857","2290276796653870072011035170547724976128","410721349387971513684272179645266264064","70422294014605760","1"
"tier1_858","tier1","858","2503272538742679704308262377067150049280","449739877579828767438610261976975147008","73239185775189984","1"
"tier1_859","tier1","859","2736076884845748490662579363977610919936","492465165949912516590218937936367321088","76168753206197584","1"
"tier1_860","tier1","860","2990532035136403828067542652834291908608","539249356715154195465978134041888555008","79215503334445488","1"
"tier1_861","tier1","861","3268651514404089119323069623944091795456","590478045603093813056521929150995365888","82384123467823328","1"
"tier1_862","tier1","862","3572636105243668793285798734739271581696","646573459935387630093983217768292417536","85679488406536256","1"
"tier1_863","tier1","863","3904891263031330652343801346272182403072","707997938629249504443312363930162036736","89106667942797696","1"
"tier1_864","tier1","864","4268046150493243622045695400425048506368","775257742799028228521628881759537987584","92670934660509616","1"
"tier1_865","tier1","865","4664974442489115098765997950084830986240","848907228364935745515040703033469042688","96377772046930000","1"
"tier1_866","tier1","866","5098817065640602869442155838247324876800","929553415059604735030720589955409641472","100232882928807216","1"
"tier1_867","tier1","867","5573007052745179510540040648153184075776","1017860989490267246060508663991775526912","104242198245959504","1"
"tier1_868","tier1","868","6091296708650480729912417319882164535296","1114557783491842559633971898415814017024","108411886175797872","1"
"tier1_869","tier1","869","6657787302554974980820312316301377798144","1220440772923567509863026845890698543104","112748361622829808","1"
"tier1_870","tier1","870","7276961521692587603261716937902980595712","1336382646351306360586987503741426466816","117258296087742992","1"
"tier1_871","tier1","871","7953718943209997898567643105270867951616","1463338997754680251769575609518469939200","121948627931252736","1"
"tier1_872","tier1","872","8693414804928527536302670807242232561664","1602356202541375177919140196080018259968","126826573048502832","1"
"tier1_873","tier1","873","9501902381786879960074912255406185119744","1754580041782805868178491299292786982912","131899635970442960","1"
"tier1_874","tier1","874","10385579303293060289603613497927663616000","1921265145752172143069037637806032158720","137175621409260672","1"
"tier1_875","tier1","875","11351438178499312478685110323976586919936","2103785334598628428658518860074714136576","142662646265631104","1"
"tier1_876","tier1","876","12407121929099750475901988606742347382784","2303644941385497976754193425434878672896","148369152116256352","1"
"tier1_877","tier1","877","13560984268506027799670382538376964210688","2522491210817120555042993939624469987328","154303918200906624","1"
"tier1_878","tier1","878","14822155805477086832778975729262161559552","2762127875844746398775696733019347877888","160476074928942880","1"
"tier1_879","tier1","879","16200616295386455260243181158642304942080","3024530024049997551466866394618593804288","166895117926100608","1"
"tier1_880","tier1","880","17707273610857394765286981472301908754432","3311860376334747261432242270412474417152","173570922643144640","1"
"tier1_881","tier1","881","19354050056667131721671107670468122902528","3626487112086547870456672107493469454336","180513759548870432","1"
"tier1_882","tier1","882","21153976711937176599000673885112527486976","3971003387734770468211303882361623543808","187734309930825248","1"
"tier1_883","tier1","883","23121296546147330555508485901671519485952","4348248709569572970581346021810775261184","195243682328058272","1"
"tier1_884","tier1","884","25271577124939028989549732624901548802048","4761332336978682653638681463918352662528","203053429621180608","1"
"tier1_885","tier1","885","27621833797558361388735990417328227483648","5213658908991657236748361338735604793344","211175566806027840","1"
"tier1_886","tier1","886","30190664340731287711591365456174310752256","5708956505345865212211445394425469992960","219622589478268992","1"
"tier1_887","tier1","887","32998396124419296371064718233515231019008","6251307373353721712239186428484114186240","228407493057399712","1"
"tier1_888","tier1","888","36067246963990295111621369617390575288320","6845181573822325214455618158458646298624","237543792779695712","1"
"tier1_889","tier1","889","39421500931641384989126526204229265129472","7495473823335446526908309650559282970624","247045544490883552","1"
"tier1_890","tier1","890","43087700518284034885984234072847360720896","8207543836552312852886732316123011743744","256927366270518944","1"
"tier1_891","tier1","891","47094856666484442359405599358785830256640","8987260501024781298494232192720918544384","267204460921339680","1"
"tier1_892","tier1","892","51474678336467506959447090045837488685056","9841050248622136301608337902465223491584","277892639358193248","1"
"tier1_893","tier1","893","56261823421758979294160328712963303145472","10775950022241239878902556202806590570496","289008344932521024","1"
"tier1_894","tier1","894","61494172999982563043534540985635314860032","11799665274354155860054198718202600488960","300568678729821824","1"
"tier1_895","tier1","895","67213131088980937567034850201237140275200","12920633475417801633900003288135187300352","312591425879014784","1"
"tier1_896","tier1","896","73463952280256164035413599501174689497088","14148093655582491652730233162756605870080","325095082914175360","1"
"tier1_897","tier1","897","80296099842319982474346598910101303590912","15492162552862829145541388062727446986752","338098886230742400","1"
"tier1_898","tier1","898","87763637127655743242969658724165007441920","16963917995384797382440459298249717579776","351622841679972096","1"
"tier1_899","tier1","899","95925655380527717016160821084286617649152","18575490204946353170040077520022315991040","365687755347171008","1"
"tier1_900","tier1","900","104846741330916787038909784366834822152192","20340161774416254847358864481749215215616","380315265561057856","1"
"tier1_901","tier1","901","114597488274692049374754368029160401534976","22272477142985797824753620600593632460800","395527876183500160","1"
"tier1_902","tier1","902","125255054684238416775276740325463830822912","24388362471569448013642304750335440191488","411348991230840192","1"
"tier1_903","tier1","903","136903774769872589516034664061897900294144","26705256906368542721873389411092454703104","427802950880073792","1"
"tier1_904","tier1","904","149635825823470726085372622923947176886272","29242256312473555634448279373530913570816","444915068915276736","1"
"tier1_905","tier1","905","163551957625053495758130152639243145445376","32020270662158547022319808365611290984448","462711671671887872","1"
"tier1_906","tier1","906","178762289684183442371672540157112368496640","35062196375063605894590091946893676380160","481220138538763328","1"
"tier1_907","tier1","907","195387182624812536942445429016362714398720","38393105030694643981550618107720629223424","500468944080313920","1"
"tier1_908","tier1","908","213558190608920077539007674792256944996352","42040450008610636634687426757801682141184","520487701843526592","1"
"tier1_909","tier1","909","233419102335549625484693527169206312763392","46034292759428643512383789848197901320192","541307209917267648","1"
"tier1_910","tier1","910","255127078852755761622379440592070905954304","50407550571574370400547151249411573547008","562959498313958336","1"
"tier1_911","tier1","911","278853897186062032133752742410552598331392","55196267875873928625186409637841626726400","585477878246516608","1"
"tier1_912","tier1","912","304787309624365817254097884392345697255424","60439913324081942173172561636403183616000","608896993376377344","1"
"tier1_913","tier1","913","333132529419431851760012541097012470218752","66181705089869738768882151138153233121280","633252873111432448","1"
"tier1_914","tier1","914","364113854655438913468436767937223561576448","72468967073407363226570463727500285444096","658582988035889792","1"
"tier1_915","tier1","915","397976443138394734277911446283455765151744","79353518945381060170171920198598962184192","684926307557325440","1"
"tier1_916","tier1","916","434988252350265446267924764805215029297152","86892103245192248506937859763663114600448","712323359859618432","1"
"tier1_917","tier1","917","475442159818840163796714002521943166681088","95146853053485510229172677842389597945856","740816294254003200","1"
"tier1_918","tier1","918","519658280681992267617079907889959405617152","104185804093566640567642737648510322081792","770448946024163328","1"
"tier1_919","tier1","919","567986500785417540845714346245435179401216","114083455482455456624316765642057704275968","801266903865129984","1"
"tier1_920","tier1","920","620809245358461388237586291156204224774144","124921383753288735932316267694300925526016","833317580019735168","1"
"tier1_921","tier1","921","678544505176798217806034292148048555409408","136788915209851161590467428081764818485248","866650283220524544","1"
"tier1_922","tier1","922","741649144158240587771172287977629706878976","149783862154787026100266653223856837230592","901316294549345536","1"
"tier1_923","tier1","923","810622514564956930556935299161007190966272","164013329059491769111133396280028740714496","937368946331319552","1"
"tier1_924","tier1","924","886010408419497854381405537805632656113664","179594595320143488240545790187505144823808","974863704184572288","1"
"tier1_925","tier1","925","968409376402511018046501911787036116779008","196656081875557112659984919275054087274496","1013858252351955200","1"
"tier1_926","tier1","926","1058471448407944411503182425332921336332288","215338409653735041844389847096316248719360","1054412582446033408","1"
"tier1_927","tier1","927","1156909293109883469553945619398853602050048","235795558570839852443934424428102836813824","1096589085743874944","1"
"tier1_928","tier1","928","1264501857369102483205430333025296396058624","258196136635069612700166753349463768563712","1140452649173629824","1"
"tier1_929","tier1","929","1382100530104428972517801533025737217409024","282724769615401229968673348822816853590016","1186070755140575232","1"
"tier1_930","tier1","930","1510635879404140937524539314863806447878144","309583622728864337724575153458973060890624","1233513585346198016","1"
"tier1_931","tier1","931","1651125016188725849119795264056057013469184","338994066888106477275204414681950350999552","1282854128760046080","1"
"tier1_932","tier1","932","1804679642694277313783339976302446587674624","371198503242476552189869426163536032169984","1334168293910447872","1"
"tier1_933","tier1","933","1972514849464845159053522342297996353339392","406462361050511809560512792858499854893056","1387535025666865920","1"
"tier1_934","tier1","934","2155958730465075673427637209440471046160384","445076285350310450424718359737442800500736","1443036426693540608","1"
"tier1_935","tier1","935","2356462892398327795545815151145638615318528","487358532458589989250961814837578839359488","1500757883761282304","1"
"tier1_936","tier1","936","2575613941391371937312700068330501790760960","533657593042155922946637028796110729117696","1560788199111733760","1"
"tier1_937","tier1","937","2815146037940769525935356125578513113677824","584355064381160797136713248524073657434112","1623219727076203008","1"
"tier1_938","tier1","938","3076954619469260961244670100649695831392256","639868795497371062419581925663464585428992","1688148516159251456","1"
"tier1_939","tier1","939","3363111399079902519080453573503721595207680","700656331069621184913163132743290200260608","1755674456805621248","1"
"tier1_940","tier1","940","3675880759194333440975535362985764954570752","767218682521235248544940250875839108874240","1825901435077846528","1"
"tier1_941","tier1","941","4017737669799406031324586833999527904542720","840104457360752717082150880480257955069952","1898937492480960000","1"
"tier1_942","tier1","942","4391387273090750355863909561464937097723904","919914380810023957500421718662398013865984","1974894992180198656","1"
"tier1_943","tier1","943","4799786289488190243565186470295809476788224","1007306246986976363446665906900254689591296","2053890791867406592","1"
"tier1_944","tier1","944","5246166414410591279489557971139083924144128","1103000340450739034413146516292610329411584","2136046423542103040","1"
"tier1_945","tier1","945","5734059890950776490073353894538087936032768","1207785372793559295294847104969069993918464","2221488280483787520","1"
"tier1_946","tier1","946","6267327460809197866802709249813064282275840","1322524983208947353297742698264952477581312","2310347811703138816","1"
"tier1_947","tier1","947","6850188914664454035938185566981449697984512","1448164856613797351087315730046760291139584","2402761724171264512","1"
"tier1_948","tier1","948","7487256483728248373932980399680329535717376","1585740517992107881253678800352929067827200","2498872193138115072","1"
"tier1_949","tier1","949","8183571336714974257051628998607170231599104","1736385867201358246029656969390858101063680","2598827080863640064","1"
"tier1_950","tier1","950","8944643471029467168728620198966564963221504","1901342524585487016340216033339681204600832","2702780164098185216","1"
"tier1_951","tier1","951","9776495313835207240324549974000232210366464","2081970064421108525838269266262829867991040","2810891370662112768","1"
"tier1_952","tier1","952","10685709378021881020974597486000904396079104","2279757220541113549519270761813610135027712","2923327025488598016","1"
"tier1_953","tier1","953","11679480350177916416438929666360450767388672","2496334156492519432663954528802874402537472","3040260106508141568","1"
"tier1_954","tier1","954","12765672022744460905099934968658066730385408","2733485901359308503325371468042036305723392","3161870510768467456","1"
"tier1_955","tier1","955","13952879520859696504610612256259150226391040","2993167061988442914818760047656627777568768","3288345331199206400","1"
"tier1_956","tier1","956","15250497316299646076006129268114361877004288","3277517932877345483807707868122666688839680","3419879144447174656","1"
"tier1_957","tier1","957","16668793566715514626795705803939243012128768","3588882136500692422737162124760874158653440","3556674310225061888","1"
"tier1_958","tier1","958","18218991368420056650240239886788526780448768","3929825939468257645824174848192033499119616","3698941282634064384","1"
"tier1_959","tier1","959","19913357565683120772380105817997725214441472","4303159403717742688535039431831752447885312","3846898933939427328","1"
"tier1_960","tier1","960","21765299819291651308744705323275061284569088","4711959547070928107772463856463938691530752","4000774891297004032","1"
"tier1_961","tier1","961","23789472702485777460325004789072134873808896","5159595704042665739506930833687593286107136","4160805886948884480","1"
"tier1_962","tier1","962","26001893663816948113921339193393006658977792","5649757295926719195209895941402561381138432","4327238122426840064","1"
"tier1_963","tier1","963","28420069774551928938218811294266868799373312","6186484239039757877757447448596084433092608","4500327647323914240","1"
"tier1_964","tier1","964","31063136263585251664403989232146287540830208","6774200241748533960068775885031309028884480","4680340753216870400","1"
"tier1_965","tier1","965","33952007936098679752280910173678541907951616","7417749264714644345841798790629707789369344","4867554383345546240","1"
"tier1_966","tier1","966","37109544674155858316121797562324385395638272","8122435444862536400495996389798116960763904","5062256558679367680","1"
"tier1_967","tier1","967","40560732328852357343565498148771966794858496","8894066812124477209990311332583305084141568","5264746821026542592","1"
"tier1_968","tier1","968","44332880435435622154595269149229417767108608","9739003159276301566966759873728301896826880","5475336693867603968","1"
"tier1_969","tier1","969","48455838315931133088737928052056045876412416","10664208459407549875395091258252914979766272","5694350161622308864","1"
"tier1_970","tier1","970","52962231279312720404525019534500907999821824","11677308263051267379714733374143701006155776","5922124168087201792","1"
"tier1_971","tier1","971","57887718788288809383872116178166980756373504","12786652548041135267769353295365394556518400","6159009134810689536","1"
"tier1_972","tier1","972","63271276635599661318063670099002240364707840","14001384540105045284602510607840588112855040","6405369500203117568","1"
"tier1_973","tier1","973","69155505362710433683016513988595906403893248","15331516071415024958021760901199526453313536","6661584280211241984","1"
"tier1_974","tier1","974","75586967361442505827881267303332048151773184","16788010098199452539483634865328128199229440","6928047651419691008","1"
"tier1_975","tier1","975","82616555326056648114651163851158100306296832","18382871057528399973661562499113176673550336","7205169557476480000","1"
"tier1_976","tier1","976","90299894971379928739003554000269426028445696","20129243807993596634184168508318231566483456","7493376339775539200","1"
"tier1_977","tier1","977","98697785203718260289483146694214717997580288","22041521969752986544177408338514670459551744","7793111393366561792","1"
"tier1_978","tier1","978","107876679227664047582725692996864183260676096","24135466556879522964583547772802563433299968","8104835849101223936","1"
"tier1_979","tier1","979","117909210395836811098839727472230766926102528","26428335879783073882881265383662771266125824","8429029283065273344","1"
"tier1_980","tier1","980","128874766962649611634092855504754663716028416","28939027788362464391468137666946799159476224","8766190454387884032","1"
"tier1_981","tier1","981","140860120290176029833998348094103246289764352","31688235428256893284550644961001985005322240","9116838072563399680","1"
"tier1_982","tier1","982","153960111477162398548627969095982070762569728","34698617793941304707665164444812630546186240","9481511595465936896","1"
"tier1_983","tier1","983","168278401844538485649175623597644378244382720","37994986484365720979665111497712126073503744","9860772059284574208","1"
"tier1_984","tier1","984","183928293216080566002971394306190369324269568","41604510200380470266292680945574464578387968","10255202941655957504","1"
"tier1_985","tier1","985","201033624485176083677347088484196753231314944","45556938669416606845462628709017040873062400","10665411059322195968","1"
"tier1_986","tier1","986","219729751562297411169775315269113288016789504","49884847843011185733721617721753934655127552","11092027501695084544","1"
"tier1_987","tier1","987","240164618457591079163276377415350127888957440","54623908388097248923118788690887879402979328","11535708601762889728","1"
"tier1_988","tier1","988","262499927974147037047025484518344518799458304","59813179684966485293005401331422522131873792","11997136945833404416","1"
"tier1_989","tier1","989","286912421275742718266406749548151423295815680","65495431755038300455006484601018652811067392","12477022423666741248","1"
"tier1_990","tier1","990","313595276454386774031127636689296923050377216","71717497771766944247097867208127790400405504","12976103320613410816","1"
"tier1_991","tier1","991","342759637164644711690932201081551798728130560","78530660060084802564079320593274022601424896","13495147453437947904","1"
"tier1_992","tier1","992","374636283420956697211904963203332585782509568","85991072765792839149179032197796289350467584","14034953351575465984","1"
"tier1_993","tier1","993","409477457779105586149988022175309004697239552","94160224678543171841962651967372217781583872","14596351485638486016","1"
"tier1_994","tier1","994","447558861352562474907350945704643798891495424","103105446023004755637718147623287885899235328","15180205545064026112","1"
"tier1_995","tier1","995","489181835458350752431731627778268583648296960","112900463395190205145491699362400529245274112","15787413766866587648","1"
"tier1_996","tier1","996","534675746155977393799486548013018712184455168","123626007417733297709515743081316903643250688","16418910317541251072","1"
"tier1_997","tier1","997","584400590548483173848245625809952463598387200","135370478122417928013197092111511486176690176","17075666730242902016","1"
"tier1_998","tier1","998","638749845469492091189795903300802084165648384","148230673544047634541647722718339425089093632","17758693399452618752","1"
"tier1_999","tier1","999","698153581098154913744690045263536134060769280","162312587530732171014082211516419355560640512","18469041135430721536","1"
"tier1_1000","tier1","1000","763081864140283418569726924589501922555199488","177732283346151703293900861045517072291856384","19207802780847955968","1"
