wave_id,difficulty_id,wave_number,batch_id,spawn_order,archetype_id,monster_count,wait_seconds,spawn_interval,attack_speed,health,attack,armor,is_boss,boss_warning,enabled,member_role,movement_type_override,model_scale_multiplier,notes
n4_wave_24_24n4,N4,24,24N4,1068,flying_black_bone,19,0,1,1.1,3300000,220002,1800,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：三种变体分别取最低值；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_24_24l,N4,24,24L,1069,stitcher_large,1,0,1,1.4,33000000,880002,1200,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：W25开头残留面板归回W24；每2只普通小怪后1只飞行小怪，共19只；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_25_25n1,N4,25,25N1,1070,golem_green_fire,59,0,1,1.4,5500000,286002,640,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_25_25l,N4,25,25L,1071,golem_green_fire,1,0,1,1.4,5500000,286002,640,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与同波LV25单位一致；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_25_25b,N4,25,25B,1072,boss_twinblade_demon,1,0,1,1.4,33000050,1100002,3992,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_26_26n1,N4,26,26N1,1073,sea_beast_large,7,0,1,1.3,6600000,330002,660,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_26_26n2,N4,26,26N2,1074,sea_beast_small,52,0,1,1.2,6600000,330002,660,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_26_26l,N4,26,26L,1075,sea_beast_large,1,0,1,1.3,66000000,1320002,1320,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_27_27n1,N4,27,27N1,1076,armored_horned_large,5,0,1,1.3,7700000,440002,680,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_27_27n2,N4,27,27N2,1077,armored_horned_small,54,0,1,1.2,7700000,440002,680,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_27_27l,N4,27,27L,1078,armored_horned_large,1,0,1,1.3,77000000,1760002,1360,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_28_28n1,N4,28,28N1,1079,dragon_black_red_large,6,0,1,1.3,8800000,550002,700,0,0,1,normal,ground,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_28_28n2,N4,28,28N2,1080,dragon_black_red_small,53,0,1,1.2,8800000,550002,700,0,0,1,normal,ground,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_28_28l,N4,28,28L,1081,dragon_black_red_large,1,0,1,1.3,88000000,2200002,1400,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_29_29n1,N4,29,29N1,1082,stitcher_large,7,0,1,1.4,11000000,660002,720,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_29_29n2,N4,29,29N2,1083,stitcher_small,26,0,1,1.3,11000000,660002,720,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_29_29n3,N4,29,29N3,1084,humanoid_red_sword,26,0,1,1,11000000,660002,720,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；证据：面板重新归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_29_29l,N4,29,29L,1085,stitcher_large,1,0,1,1.4,110000000,2640002,1440,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：跨波残留面板归位；逐帧未发现明确飞行单位；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_30_30n1,N4,30,30N1,1086,flying_red_gargoyle,9,0,1,1.1,3200000,660002,2220,0,0,1,normal,,1,N4工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认：LV30单位；作为本波最低生命；9只小怪全部飞行；进攻Boss飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_30_30l,N4,30,30L,1087,golem_green_fire,1,0,1,1.4,3200000,660002,740,0,0,1,wave_leader,,1.15,N4工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认：属性与本波最低LV30单位一致；9只小怪全部飞行；进攻Boss飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n4_wave_30_30b,N4,30,30B,1088,boss_twinblade_demon,1,0,1,1.4,88000050,1760002,3992,1,1,1,assault_boss,flying,1,N4工作簿进攻Boss；独立assault_boss身份；证据：面板确认；9只小怪全部飞行；进攻Boss飞行；跨波残留面板已归回其实际所属波次；进攻波保留首怪Boss和进攻Boss两套记录。
n5_wave_01_1n1,N5,1,1N1,1000,humanoid_white_melee,14,0,1,1,1600,17,10,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W1）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_02_2n1,N5,2,2N1,1001,humanoid_red_axe,14,0,1,1,2400,34,15,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W2）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_03_3n1,N5,3,3N1,1002,skeleton_melee,14,0,1,1,4800,130,20,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W3）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_04_4n1,N5,4,4N1,1003,orc_large_melee,2,0,1,1.2,8000,482,40,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W4）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_04_4n2,N5,4,4N2,1004,orc_small_axe,12,0,1,1,8000,482,40,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W4）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_04_4l,N5,4,4L,1005,orc_large_melee,1,0,1,1.2,80000,1922,80,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：规律推定（未清晰点中首怪；10×/约4×/2×模板）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_05_5n1,N5,5,5N1,1006,demon_purple_melee,14,0,1,1.1,16000,1602,40,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波残留归回W5）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_05_5l,N5,5,5L,1007,demon_purple_melee,1,0,1,1.1,16000,1602,40,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：出怪顺序确认；同LV面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_05_5b,N5,5,5B,1008,boss_dreadlord,1,0,1,1.5,160080,10402,490,1,1,1,assault_boss,flying,1,N5工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_06_6n1,N5,6,6N1,1009,humanoid_white_melee,14,0,1,1,32000,3522,50,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（同波低护甲组合）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_06_6l,N5,6,6L,1010,humanoid_white_melee,1,0,1,1,320000,14082,100,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_07_7n1,N5,7,7N1,1011,humanoid_red_axe,14,0,1,1,48000,6402,100,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_07_7l,N5,7,7L,1012,humanoid_red_axe,1,0,1,1,480000,25602,200,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_08_8n1,N5,8,8N1,1013,skeleton_melee,5,0,1,1,64000,7202,150,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（同波低护甲组合）；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_08_8n2,N5,8,8N2,1014,flying_red_gargoyle,9,0,1,1.1,64000,7202,450,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（同波低护甲组合）；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_08_8l,N5,8,8L,1015,flying_red_gargoyle,1,0,1,1.1,640000,28802,300,0,0,1,wave_leader,flying,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；9只飞行小怪＋5只地面小怪；首怪Boss为飞行；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_09_9n1,N5,9,9N1,1016,orc_large_melee,2,0,1,1.2,80000,9602,150,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_09_9n2,N5,9,9N2,1017,orc_small_axe,12,0,1,1,80000,9602,150,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_09_9l,N5,9,9L,1018,orc_large_melee,1,0,1,1.2,800000,38402,300,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_10_10n1,N5,10,10N1,1019,demon_purple_melee,14,0,1,1.1,112000,12802,175,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_10_10l,N5,10,10L,1020,demon_purple_melee,1,0,1,1.1,112000,12802,175,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：出怪顺序确认；同LV面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_10_10b,N5,10,10B,1021,boss_dreadlord,1,0,1,1.5,480080,64002,1990,1,1,1,assault_boss,flying,1,N5工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_11_11n1,N5,11,11N1,1022,beast_green_large,10,0,1,1.2,160000,16002,200,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋飞行变体最低攻击；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_11_11n2,N5,11,11N2,1023,skeleton_bone,30,0,1,1,160000,16002,200,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋飞行变体最低攻击；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_11_11n3,N5,11,11N3,1024,flying_red_gargoyle,19,0,1,1.1,160000,16002,600,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认＋飞行变体最低攻击；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_11_11l,N5,11,11L,1025,beast_green_large,1,0,1,1.2,1600000,64002,400,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_12_12n1,N5,12,12N1,1026,dragon_red_large,8,0,1,1.2,192000,9602,675,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_12_12n2,N5,12,12N2,1027,dragon_red_small,51,0,1,1.1,192000,9602,675,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_12_12l,N5,12,12L,1028,flying_red_gargoyle,1,0,1,1.1,1920000,38402,450,0,0,1,wave_leader,flying,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_13_13n1,N5,13,13N1,1029,orc_brown_large,13,0,1,1.2,480000,22402,300,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋变体独立最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_13_13n2,N5,13,13N2,1030,orc_brown_small,27,0,1,1,480000,22402,300,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋变体独立最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_13_13n3,N5,13,13N3,1031,flying_green_head,19,0,1,1.1,480000,22402,900,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认＋变体独立最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_13_13l,N5,13,13L,1032,orc_brown_large,1,0,1,1.2,4800000,89602,600,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_14_14n1,N5,14,14N1,1033,dragon_purple_large,8,0,1,1.2,320000,8002,1050,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_14_14n2,N5,14,14N2,1034,dragon_purple_small,51,0,1,1.1,320000,8002,1050,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_14_14l,N5,14,14L,1035,flying_red_gargoyle,1,0,1,1.1,3200000,32002,700,0,0,1,wave_leader,flying,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_15_15n1,N5,15,15N1,1036,dwarf_white_rifle,59,0,1,1.4,640000,48002,400,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_15_15l,N5,15,15L,1037,dwarf_white_rifle,1,0,1,1.4,640000,48002,400,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：出怪顺序确认；同LV面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_15_15b,N5,15,15B,1038,boss_twinblade_demon,1,0,1,1.4,2400080,240002,4990,1,1,1,assault_boss,flying,1,N5工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_16_16n1,N5,16,16N1,1039,orc_longnose_large,8,0,1,1.3,800000,64002,500,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋飞行变体最低攻击/护甲；按2地面＋1飞行周期，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_16_16n2,N5,16,16N2,1040,orc_longnose_small,32,0,1,1.1,800000,64002,500,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认＋飞行变体最低攻击/护甲；按2地面＋1飞行周期，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_16_16n3,N5,16,16N3,1041,flying_carpet_mage,19,0,1,1.5,800000,64002,1500,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认＋飞行变体最低攻击/护甲；按2地面＋1飞行周期，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_16_16l,N5,16,16L,1042,orc_longnose_large,1,0,1,1.3,8000000,256002,1000,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；按2地面＋1飞行周期，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_17_17n1,N5,17,17N1,1043,carpet_red_large,8,0,1,1.5,960000,80002,550,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_17_17n2,N5,17,17N2,1044,carpet_red_small,51,0,1,1.3,960000,80002,550,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_17_17l,N5,17,17L,1045,carpet_red_large,1,0,1,1.5,9600000,320002,1100,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_18_18n1,N5,18,18N1,1046,undead_red_mage_large,7,0,1,1.6,1120000,120002,600,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_18_18n2,N5,18,18N2,1047,undead_red_mage_small,26,0,1,1.5,1120000,120002,600,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_18_18n3,N5,18,18N3,1048,golem_gray_small,26,0,1,1.3,1120000,120002,600,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_18_18l,N5,18,18L,1049,undead_red_mage_large,1,0,1,1.6,11200000,480002,1200,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_19_19n1,N5,19,19N1,1050,golem_gray_large,6,0,1,1.4,1600000,160002,650,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_19_19n2,N5,19,19N2,1051,golem_gray_small,53,0,1,1.3,1600000,160002,650,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_19_19l,N5,19,19L,1052,golem_gray_large,1,0,1,1.4,16000000,640002,1300,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_20_20n1,N5,20,20N1,1053,beast_striped_red,59,0,1,1,1760000,176002,650,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_20_20l,N5,20,20L,1054,beast_striped_red,1,0,1,1,1760000,176002,650,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：出怪顺序确认；同LV面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_20_20b,N5,20,20B,1055,boss_blade_demon,1,0,1,1.3,8000080,968002,4990,1,1,1,assault_boss,flying,1,N5工作簿进攻Boss；独立assault_boss身份；证据：面板确认；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_21_21n1,N5,21,21N1,1056,sea_beast_large,7,0,1,1.3,2400000,208002,650,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_21_21n2,N5,21,21N2,1057,sea_beast_small,52,0,1,1.2,2400000,208002,650,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_21_21l,N5,21,21L,1058,sea_beast_large,1,0,1,1.3,24000000,832002,1300,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：规律推定（稳定10×/约4×/2×模板）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_22_22n1,N5,22,22N1,1059,armored_horned_large,5,0,1,1.3,3200000,240002,675,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_22_22n2,N5,22,22N2,1060,armored_horned_small,54,0,1,1.2,3200000,240002,675,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：面板确认（跨波归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_22_22l,N5,22,22L,1061,armored_horned_large,1,0,1,1.3,32000000,960002,1350,0,0,1,wave_leader,,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；逐帧未发现明确飞行单位；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_23_23n1,N5,23,23N1,1062,dragon_black_red_large,6,0,1,1.3,4000000,288002,2100,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_23_23n2,N5,23,23N2,1063,dragon_black_red_small,53,0,1,1.2,4000000,288002,2100,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；飞行高护甲怪；护甲为本波基准War3护甲3倍；证据：面板确认（跨波归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_23_23l,N5,23,23L,1064,flying_red_gargoyle,1,0,1,1.1,40000000,1152002,1400,0,0,1,wave_leader,flying,1.15,N5工作簿首怪Boss；独立wave_leader身份；模型略大；证据：面板确认（跨波残留归位）；纯飞行：59只小怪＋首怪Boss；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_24_24n1,N5,24,24N1,1065,stitcher_large,4,0,1,1.4,4800000,368002,775,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：变体规律核验：三项分别取最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_24_24n2,N5,24,24N2,1066,stitcher_small,18,0,1,1.3,4800000,368002,775,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：变体规律核验：三项分别取最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
n5_wave_24_24n3,N5,24,24N3,1067,humanoid_red_sword,18,0,1,1,4800000,368002,775,0,0,1,normal,,1,N5工作簿数量；沿用N1模型映射；证据：变体规律核验：三项分别取最低值；每2只普通小怪后第3只为飞行，共19只；按真实LV/出怪顺序归位；各属性分别取同波最低值
