technology_id,technology_group,display_name,technology_track,technology_phase,unlock_technology_group,unlock_required_level,level,max_level,gold_cost,wood_cost,value_per_level,visible_condition,prerequisite_id,effect_type,effect_value,enabled,review_status,notes,shop_enabled,shop_category_id,shop_sort_order,required_city_level,requires_vip,requires_hero_summoned,required_rebirth_level,requires_building_id,requires_content_id,purchase_limit,disabled_reason_text,grant_type,icon_name,encounter_id
advanced_lumberjack_efficiency_03,advanced_lumberjack_efficiency,高级伐木效率 Lv.3,advanced,0,lumberjack_efficiency,10,3,30,7000,2000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,9,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,343,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_04,advanced_lumberjack_efficiency,高级伐木效率 Lv.4,advanced,0,lumberjack_efficiency,10,4,30,8000,2500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,12,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,344,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_05,advanced_lumberjack_efficiency,高级伐木效率 Lv.5,advanced,0,lumberjack_efficiency,10,5,30,9000,3000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,15,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,345,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_06,advanced_lumberjack_efficiency,高级伐木效率 Lv.6,advanced,0,lumberjack_efficiency,10,6,30,10000,3500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,18,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,346,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_07,advanced_lumberjack_efficiency,高级伐木效率 Lv.7,advanced,0,lumberjack_efficiency,10,7,30,11000,4000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,21,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,347,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_08,advanced_lumberjack_efficiency,高级伐木效率 Lv.8,advanced,0,lumberjack_efficiency,10,8,30,12000,4500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,24,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,348,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_09,advanced_lumberjack_efficiency,高级伐木效率 Lv.9,advanced,0,lumberjack_efficiency,10,9,30,13000,5000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,27,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,349,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_10,advanced_lumberjack_efficiency,高级伐木效率 Lv.10,advanced,0,lumberjack_efficiency,10,10,30,14000,5500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,30,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,350,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_11,advanced_lumberjack_efficiency,高级伐木效率 Lv.11,advanced,0,lumberjack_efficiency,10,11,30,15000,6000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,33,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,351,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_12,advanced_lumberjack_efficiency,高级伐木效率 Lv.12,advanced,0,lumberjack_efficiency,10,12,30,16000,6500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,36,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,352,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_13,advanced_lumberjack_efficiency,高级伐木效率 Lv.13,advanced,0,lumberjack_efficiency,10,13,30,17000,7000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,39,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,353,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_14,advanced_lumberjack_efficiency,高级伐木效率 Lv.14,advanced,0,lumberjack_efficiency,10,14,30,18000,7500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,42,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,354,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_15,advanced_lumberjack_efficiency,高级伐木效率 Lv.15,advanced,0,lumberjack_efficiency,10,15,30,19000,8000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,45,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,355,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_16,advanced_lumberjack_efficiency,高级伐木效率 Lv.16,advanced,0,lumberjack_efficiency,10,16,30,20000,8500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,48,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,356,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_17,advanced_lumberjack_efficiency,高级伐木效率 Lv.17,advanced,0,lumberjack_efficiency,10,17,30,21000,9000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,51,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,357,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_18,advanced_lumberjack_efficiency,高级伐木效率 Lv.18,advanced,0,lumberjack_efficiency,10,18,30,22000,9500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,54,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,358,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_19,advanced_lumberjack_efficiency,高级伐木效率 Lv.19,advanced,0,lumberjack_efficiency,10,19,30,23000,10000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,57,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,359,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_20,advanced_lumberjack_efficiency,高级伐木效率 Lv.20,advanced,0,lumberjack_efficiency,10,20,30,24000,10500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,60,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,360,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_21,advanced_lumberjack_efficiency,高级伐木效率 Lv.21,advanced,0,lumberjack_efficiency,10,21,30,25000,11000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,63,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,361,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_22,advanced_lumberjack_efficiency,高级伐木效率 Lv.22,advanced,0,lumberjack_efficiency,10,22,30,26000,11500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,66,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,362,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_23,advanced_lumberjack_efficiency,高级伐木效率 Lv.23,advanced,0,lumberjack_efficiency,10,23,30,27000,12000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,69,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,363,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_24,advanced_lumberjack_efficiency,高级伐木效率 Lv.24,advanced,0,lumberjack_efficiency,10,24,30,28000,12500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,72,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,364,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_25,advanced_lumberjack_efficiency,高级伐木效率 Lv.25,advanced,0,lumberjack_efficiency,10,25,30,29000,13000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,75,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,365,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_26,advanced_lumberjack_efficiency,高级伐木效率 Lv.26,advanced,0,lumberjack_efficiency,10,26,30,30000,13500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,78,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,366,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_27,advanced_lumberjack_efficiency,高级伐木效率 Lv.27,advanced,0,lumberjack_efficiency,10,27,30,31000,14000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,81,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,367,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_28,advanced_lumberjack_efficiency,高级伐木效率 Lv.28,advanced,0,lumberjack_efficiency,10,28,30,32000,14500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,84,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,368,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_29,advanced_lumberjack_efficiency,高级伐木效率 Lv.29,advanced,0,lumberjack_efficiency,10,29,30,33000,15000,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,87,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,369,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_lumberjack_efficiency_30,advanced_lumberjack_efficiency,高级伐木效率 Lv.30,advanced,0,lumberjack_efficiency,10,30,30,34000,15500,3,,lumberjack_efficiency_10,lumberjack_wood_per_hit_advanced,90,1,ok,高级：伐木工效率达到Lv.10后解锁；普通效率仍可继续升级。,1,technology,370,1,0,0,0,,,0,,technology_level,ability_train_lumberjack,
advanced_tower_attack_01,advanced_tower_attack,高级防御塔强化 Lv.1,advanced,0,tower_attack,20,1,20,1000,0,1000,,,tower_attack_flat_advanced,1000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,381,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_02,advanced_tower_attack,高级防御塔强化 Lv.2,advanced,0,tower_attack,20,2,20,1500,0,2000,,,tower_attack_flat_advanced,2000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,382,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_03,advanced_tower_attack,高级防御塔强化 Lv.3,advanced,0,tower_attack,20,3,20,2000,0,3000,,,tower_attack_flat_advanced,3000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,383,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_04,advanced_tower_attack,高级防御塔强化 Lv.4,advanced,0,tower_attack,20,4,20,2500,0,4000,,,tower_attack_flat_advanced,4000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,384,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_05,advanced_tower_attack,高级防御塔强化 Lv.5,advanced,0,tower_attack,20,5,20,3000,0,5000,,,tower_attack_flat_advanced,5000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,385,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_06,advanced_tower_attack,高级防御塔强化 Lv.6,advanced,0,tower_attack,20,6,20,3500,0,6000,,,tower_attack_flat_advanced,6000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,386,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_07,advanced_tower_attack,高级防御塔强化 Lv.7,advanced,0,tower_attack,20,7,20,4000,0,7000,,,tower_attack_flat_advanced,7000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,387,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_08,advanced_tower_attack,高级防御塔强化 Lv.8,advanced,0,tower_attack,20,8,20,4500,0,8000,,,tower_attack_flat_advanced,8000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,388,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_09,advanced_tower_attack,高级防御塔强化 Lv.9,advanced,0,tower_attack,20,9,20,5000,0,9000,,,tower_attack_flat_advanced,9000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,389,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_10,advanced_tower_attack,高级防御塔强化 Lv.10,advanced,0,tower_attack,20,10,20,5500,0,10000,,,tower_attack_flat_advanced,10000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,390,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_11,advanced_tower_attack,高级防御塔强化 Lv.11,advanced,0,tower_attack,20,11,20,6000,0,11000,,,tower_attack_flat_advanced,11000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,391,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_12,advanced_tower_attack,高级防御塔强化 Lv.12,advanced,0,tower_attack,20,12,20,6500,0,12000,,,tower_attack_flat_advanced,12000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,392,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_13,advanced_tower_attack,高级防御塔强化 Lv.13,advanced,0,tower_attack,20,13,20,7000,0,13000,,,tower_attack_flat_advanced,13000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,393,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_14,advanced_tower_attack,高级防御塔强化 Lv.14,advanced,0,tower_attack,20,14,20,7500,0,14000,,,tower_attack_flat_advanced,14000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,394,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_15,advanced_tower_attack,高级防御塔强化 Lv.15,advanced,0,tower_attack,20,15,20,8000,0,15000,,,tower_attack_flat_advanced,15000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,395,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_16,advanced_tower_attack,高级防御塔强化 Lv.16,advanced,0,tower_attack,20,16,20,8500,0,16000,,,tower_attack_flat_advanced,16000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,396,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_17,advanced_tower_attack,高级防御塔强化 Lv.17,advanced,0,tower_attack,20,17,20,9000,0,17000,,,tower_attack_flat_advanced,17000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,397,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_18,advanced_tower_attack,高级防御塔强化 Lv.18,advanced,0,tower_attack,20,18,20,9500,0,18000,,,tower_attack_flat_advanced,18000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,398,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_19,advanced_tower_attack,高级防御塔强化 Lv.19,advanced,0,tower_attack,20,19,20,10000,0,19000,,,tower_attack_flat_advanced,19000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,399,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_tower_attack_20,advanced_tower_attack,高级防御塔强化 Lv.20,advanced,0,tower_attack,20,20,20,10500,0,20000,,,tower_attack_flat_advanced,20000,1,ok,高级：普通防御塔强化满级后解锁。,1,technology,400,1,0,0,0,,,0,,technology_level,ability_upgrade_attack,
advanced_wall_health_01,advanced_wall_health,高级城墙强化 Lv.1,advanced,0,wall_health,0,1,20,1000,0,30,,,wall_health_pct_advanced,30,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,421,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_02,advanced_wall_health,高级城墙强化 Lv.2,advanced,0,wall_health,0,2,20,1500,0,60,,,wall_health_pct_advanced,60,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,422,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_03,advanced_wall_health,高级城墙强化 Lv.3,advanced,0,wall_health,0,3,20,2000,0,90,,,wall_health_pct_advanced,90,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,423,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_04,advanced_wall_health,高级城墙强化 Lv.4,advanced,0,wall_health,0,4,20,2500,0,120,,,wall_health_pct_advanced,120,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,424,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_05,advanced_wall_health,高级城墙强化 Lv.5,advanced,0,wall_health,0,5,20,3000,0,150,,,wall_health_pct_advanced,150,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,425,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_06,advanced_wall_health,高级城墙强化 Lv.6,advanced,0,wall_health,0,6,20,3500,0,180,,,wall_health_pct_advanced,180,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,426,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_07,advanced_wall_health,高级城墙强化 Lv.7,advanced,0,wall_health,0,7,20,4000,0,210,,,wall_health_pct_advanced,210,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,427,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_08,advanced_wall_health,高级城墙强化 Lv.8,advanced,0,wall_health,0,8,20,4500,0,240,,,wall_health_pct_advanced,240,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,428,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_09,advanced_wall_health,高级城墙强化 Lv.9,advanced,0,wall_health,0,9,20,5000,0,270,,,wall_health_pct_advanced,270,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,429,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_10,advanced_wall_health,高级城墙强化 Lv.10,advanced,0,wall_health,0,10,20,5500,0,300,,,wall_health_pct_advanced,300,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,430,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_11,advanced_wall_health,高级城墙强化 Lv.11,advanced,0,wall_health,0,11,20,6000,0,330,,,wall_health_pct_advanced,330,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,431,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_12,advanced_wall_health,高级城墙强化 Lv.12,advanced,0,wall_health,0,12,20,6500,0,360,,,wall_health_pct_advanced,360,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,432,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_13,advanced_wall_health,高级城墙强化 Lv.13,advanced,0,wall_health,0,13,20,7000,0,390,,,wall_health_pct_advanced,390,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,433,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_14,advanced_wall_health,高级城墙强化 Lv.14,advanced,0,wall_health,0,14,20,7500,0,420,,,wall_health_pct_advanced,420,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,434,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_15,advanced_wall_health,高级城墙强化 Lv.15,advanced,0,wall_health,0,15,20,8000,0,450,,,wall_health_pct_advanced,450,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,435,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_16,advanced_wall_health,高级城墙强化 Lv.16,advanced,0,wall_health,0,16,20,8500,0,480,,,wall_health_pct_advanced,480,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,436,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_17,advanced_wall_health,高级城墙强化 Lv.17,advanced,0,wall_health,0,17,20,9000,0,510,,,wall_health_pct_advanced,510,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,437,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_18,advanced_wall_health,高级城墙强化 Lv.18,advanced,0,wall_health,0,18,20,9500,0,540,,,wall_health_pct_advanced,540,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,438,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_19,advanced_wall_health,高级城墙强化 Lv.19,advanced,0,wall_health,0,19,20,10000,0,570,,,wall_health_pct_advanced,570,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,439,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
advanced_wall_health_20,advanced_wall_health,高级城墙强化 Lv.20,advanced,0,wall_health,0,20,20,10500,0,600,,,wall_health_pct_advanced,600,1,ok,高级：所有城墙生命值每级提高30%。,1,technology,440,1,0,0,0,,,0,,technology_level,ability_upgrade_wall,
researcher_lumberjack_attack_growth_01,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.1,advanced_researcher,0,advanced_researcher_service,0,1,30,30000,0,2,,,lumberjack_attack_growth,2,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,501,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_02,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.2,advanced_researcher,0,advanced_researcher_service,0,2,30,40000,0,4,,,lumberjack_attack_growth,4,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,502,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_03,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.3,advanced_researcher,0,advanced_researcher_service,0,3,30,50000,0,6,,,lumberjack_attack_growth,6,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,503,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_04,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.4,advanced_researcher,0,advanced_researcher_service,0,4,30,60000,0,8,,,lumberjack_attack_growth,8,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,504,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_05,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.5,advanced_researcher,0,advanced_researcher_service,0,5,30,70000,0,10,,,lumberjack_attack_growth,10,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,505,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_06,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.6,advanced_researcher,0,advanced_researcher_service,0,6,30,80000,0,12,,,lumberjack_attack_growth,12,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,506,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_07,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.7,advanced_researcher,0,advanced_researcher_service,0,7,30,90000,0,14,,,lumberjack_attack_growth,14,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,507,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_08,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.8,advanced_researcher,0,advanced_researcher_service,0,8,30,100000,0,16,,,lumberjack_attack_growth,16,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,508,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_09,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.9,advanced_researcher,0,advanced_researcher_service,0,9,30,110000,0,18,,,lumberjack_attack_growth,18,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,509,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_10,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.10,advanced_researcher,0,advanced_researcher_service,0,10,30,120000,0,20,,,lumberjack_attack_growth,20,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,510,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_11,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.11,advanced_researcher,0,advanced_researcher_service,0,11,30,130000,0,22,,,lumberjack_attack_growth,22,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,511,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_12,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.12,advanced_researcher,0,advanced_researcher_service,0,12,30,140000,0,24,,,lumberjack_attack_growth,24,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,512,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_13,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.13,advanced_researcher,0,advanced_researcher_service,0,13,30,150000,0,26,,,lumberjack_attack_growth,26,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,513,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_14,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.14,advanced_researcher,0,advanced_researcher_service,0,14,30,160000,0,28,,,lumberjack_attack_growth,28,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,514,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_15,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.15,advanced_researcher,0,advanced_researcher_service,0,15,30,170000,0,30,,,lumberjack_attack_growth,30,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,515,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_16,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.16,advanced_researcher,0,advanced_researcher_service,0,16,30,180000,0,32,,,lumberjack_attack_growth,32,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,516,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_17,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.17,advanced_researcher,0,advanced_researcher_service,0,17,30,190000,0,34,,,lumberjack_attack_growth,34,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,517,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
researcher_lumberjack_attack_growth_18,researcher_lumberjack_attack_growth,伐木工攻击成长 Lv.18,advanced_researcher,0,advanced_researcher_service,0,18,30,200000,0,36,,,lumberjack_attack_growth,36,1,ok,高级研究员：伐木工攻击力每级成长2点。,1,technology,518,4,0,0,0,,,0,,technology_level,ability_train_lumberjack,
